report_id,district,date_of_report,victim_age,victim_gender,reporter_type,description,abuse_types,risk_level,follow_up_required,case_status,urban_rural,Physical violence,Sexual abuse,Emotional abuse,Neglect (basic needs),Child labor,Early marriage,Exploitation,Educational deprivation,Abandonment,Cyber exploitation,follow_up_Yes,follow_up_No,follow_up_pending
50233788,Rangpur,3/24/2022,10,Female,Community leader,"Child shows signs of withdrawal, left at home alone for weeks. Case requires immediate attention.","Emotional abuse, Abandonment",severe,Pending,Open,Rural,0,0,1,0,0,0,0,0,1,0,0,0,1
3024735,Rajbari,4/9/2024,3,Male,NGO staff,"Child observed fractures, not attending school since 1 year, reported assault. Corroborating evidence exists.","Physical violence, Educational deprivation, Sexual abuse",severe,No,Open,Rural,1,1,0,0,0,0,0,1,0,0,0,1,0
9811138,Narsingdi,10/5/2024,15,Male,Police,Child reported assault. Corroborating evidence exists.,Sexual abuse,medium,Yes,Investigation,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
95821446,Manikganj,11/17/2022,11,Female,NGO staff,"Child not attending school since 1 year, left at hospital for days. Family denies allegations.","Educational deprivation, Abandonment",medium,Pending,Closed,Urban,0,0,0,0,0,0,0,1,1,0,0,0,1
87900569,Kurigram,6/23/2024,1,Female,Family member (mother),"Child involved in grooming, reported assault. Multiple similar reports in area.","Cyber exploitation, Sexual abuse",severe,Pending,Investigation,Rural,0,1,0,0,0,0,0,0,0,1,0,0,1
50611265,Kurigram,2/18/2023,12,Male,Neighbor,Child not attending school since 2 years. Family denies allegations.,Educational deprivation,mild,Yes,Investigation,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
61573237,Gopalganj,9/14/2023,6,Male,Community leader,Child appears malnourished. Multiple similar reports in area.,Neglect (basic needs),mild,Pending,Open,Rural,0,0,0,1,0,0,0,0,0,0,0,0,1
7600429,Kurigram,4/7/2023,6,Male,Relative,Child engaged in excessive working hours. Corroborating evidence exists.,Child labor,mild,Yes,Closed,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
70582490,Noakhali,7/27/2024,14,Male,Police,Child left with neighbors for days. Corroborating evidence exists.,Abandonment,medium,Yes,Open,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
70235182,Bogra,9/28/2023,13,Male,Teacher,Child arranged marriage at age 12. Corroborating evidence exists.,Early marriage,medium,Pending,Open,Urban,0,0,0,0,0,1,0,0,0,0,0,0,1
39032075,Chattogram,12/5/2023,7,Female,Family member (grandparent),Child subjected to sexual exploitation. Multiple similar reports in area.,Exploitation,medium,Pending,Investigation,Urban,0,0,0,0,0,0,1,0,0,0,0,0,1
80199202,Mymensingh,8/31/2022,12,Male,Healthcare worker,"Child involved in grooming, not attending school since 1 year. Family denies allegations.","Cyber exploitation, Educational deprivation",medium,Yes,Open,Urban,0,0,0,0,0,0,0,1,0,1,1,0,0
19579773,Pabna,11/24/2023,2,Female,Social worker,"Child subjected to forced labor, appears poorly clothed. Family denies allegations.","Exploitation, Neglect (basic needs)",severe,Yes,Open,Rural,0,0,0,1,0,0,1,0,0,0,1,0,0
88256475,Bandarban,8/4/2024,15,Male,Teacher,"Child observed fractures, reported inappropriate touching. Case requires immediate attention.","Physical violence, Sexual abuse",severe,Pending,Open,Rural,1,1,0,0,0,0,0,0,0,0,0,0,1
44813746,Sirajganj,9/1/2023,7,Male,Family member (mother),Child reported harassment. Corroborating evidence exists.,Sexual abuse,medium,Yes,Open,Urban,0,1,0,0,0,0,0,0,0,0,1,0,0
32204928,Tangail,9/13/2020,7,Female,Healthcare worker,Child left at hospital for days. Multiple similar reports in area.,Abandonment,medium,Yes,Investigation,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
29301656,Rajbari,7/28/2023,7,Male,Police,Child left at home alone for days. Family denies allegations.,Abandonment,medium,Pending,Closed,Urban,0,0,0,0,0,0,0,0,1,0,0,0,1
55661446,Sirajganj,8/15/2023,13,Male,Relative,Child shows signs of anxiety. Case requires immediate attention.,Emotional abuse,mild,Yes,Open,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
60349611,Chattogram,6/18/2024,5,Male,Police,Child involved in online harassment. Case requires immediate attention.,Cyber exploitation,mild,Yes,Closed,Urban,0,0,0,0,0,0,0,0,0,1,1,0,0
57016227,Mymensingh,5/29/2023,7,Female,Social worker,"Child not attending school since 1 year, observed fractures. Corroborating evidence exists.","Educational deprivation, Physical violence",medium,No,Closed,Rural,1,0,0,0,0,0,0,1,0,0,0,1,0
41875271,Dinajpur,9/26/2022,15,Male,Child helpline,"Child subjected to begging ring, engaged in excessive working hours. Multiple similar reports in area.","Exploitation, Child labor",severe,Yes,Open,Rural,0,0,0,0,1,0,1,0,0,0,1,0,0
75292056,Feni,8/14/2023,6,Male,Family member (father),Child engaged in excessive working hours. Case requires immediate attention.,Child labor,mild,Pending,Closed,Urban,0,0,0,0,1,0,0,0,0,0,0,0,1
40790594,Joypurhat,2/18/2025,7,Female,Child helpline,Child subjected to begging ring. Corroborating evidence exists.,Exploitation,medium,Yes,Open,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
17773580,Moulvibazar,11/8/2021,1,Male,Child helpline,Child left with neighbors for weeks. Case requires immediate attention.,Abandonment,medium,Yes,Closed,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
65737360,Bandarban,10/6/2024,9,Male,NGO staff,"Child left with neighbors for weeks, engaged in excessive working hours, subjected to sexual exploitation. Corroborating evidence exists.","Abandonment, Child labor, Exploitation",severe,Pending,Investigation,Urban,0,0,0,0,1,0,1,0,1,0,0,0,1
22569062,Faridpur,9/14/2022,7,Male,Neighbor,Child involved in grooming. Corroborating evidence exists.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
9214622,Cox's Bazar,2/20/2024,14,Female,Teacher,Child reported assault. Family denies allegations.,Sexual abuse,medium,Yes,Closed,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
82084144,Barishal,3/5/2024,16,Male,Family member (aunt),Child observed unexplained injuries. Family denies allegations.,Physical violence,medium,No,Open,Rural,1,0,0,0,0,0,0,0,0,0,0,1,0
35907291,Dinajpur,8/27/2023,10,Male,NGO staff,Child arranged marriage at age 13. Family denies allegations.,Early marriage,medium,Yes,Investigation,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
48197486,Bhola,12/27/2022,9,Male,Healthcare worker,Child engaged in excessive working hours. Case requires immediate attention.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
51394202,Cumilla,4/27/2024,7,Male,Community leader,Child left at home alone for weeks. Multiple similar reports in area.,Abandonment,medium,Yes,Open,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
69351938,Sherpur,11/3/2022,15,Male,Police,Child engaged in hazardous work. Corroborating evidence exists.,Child labor,mild,Yes,Open,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
24461354,Sherpur,7/1/2023,13,Male,Police,Child subjected to forced labor. Case requires immediate attention.,Exploitation,medium,Yes,Investigation,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
7675415,Brahmanbaria,8/4/2022,13,Female,Police,"Child engaged in hazardous work, reported assault. Family denies allegations.","Child labor, Sexual abuse",severe,No,Investigation,Urban,0,1,0,0,1,0,0,0,0,0,0,1,0
72447066,Chattogram,9/9/2023,15,Female,Relative,Child observed burns. Family denies allegations.,Physical violence,medium,Yes,Investigation,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
189752,Sunamganj,5/11/2022,9,Female,Anonymous,Child engaged in hazardous work. Family denies allegations.,Child labor,mild,Yes,Open,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
77640423,Manikganj,1/5/2024,12,Male,Child helpline,"Child subjected to begging ring, involved in sextortion, shows signs of anxiety. Multiple similar reports in area.","Exploitation, Cyber exploitation, Emotional abuse",severe,Pending,Open,Rural,0,0,1,0,0,0,1,0,0,1,0,0,1
84984434,Habiganj,3/4/2025,12,Male,NGO staff,Child observed burns. Family denies allegations.,Physical violence,medium,Yes,Open,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
46534513,Sherpur,6/12/2024,2,Male,Anonymous,"Child not attending school since 2 years, observed fractures. Corroborating evidence exists.","Educational deprivation, Physical violence",medium,Yes,Open,Urban,1,0,0,0,0,0,0,1,0,0,1,0,0
84767406,Patuakhali,9/13/2023,2,Female,Child helpline,"Child reported inappropriate touching, appears without proper shelter, observed unexplained injuries. Corroborating evidence exists.","Sexual abuse, Neglect (basic needs), Physical violence",severe,Pending,Open,Urban,1,1,0,1,0,0,0,0,0,0,0,0,1
40337343,Pabna,6/30/2024,6,Male,Social worker,Child observed fractures. Corroborating evidence exists.,Physical violence,medium,Yes,Open,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
13244615,Sylhet,9/17/2022,12,Male,Teacher,"Child involved in grooming, not attending school since 6 months, subjected to forced labor. Family denies allegations.","Cyber exploitation, Educational deprivation, Exploitation",severe,Yes,Open,Urban,0,0,0,0,0,0,1,1,0,1,1,0,0
26105486,Rangamati,7/11/2022,11,Male,NGO staff,Child engaged in factory labor. Corroborating evidence exists.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
12644729,Kurigram,8/13/2023,9,Female,Child helpline,Child engaged in excessive working hours. Multiple similar reports in area.,Child labor,mild,Yes,Open,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
25553600,Bandarban,7/13/2021,16,Male,Police,Child reported harassment. Case requires immediate attention.,Sexual abuse,medium,Pending,Open,Rural,0,1,0,0,0,0,0,0,0,0,0,0,1
66742777,Noakhali,10/13/2023,14,Female,Social worker,Child involved in sextortion. Family denies allegations.,Cyber exploitation,mild,No,Investigation,Urban,0,0,0,0,0,0,0,0,0,1,0,1,0
73666089,Nilphamari,8/14/2023,14,Female,Police,Child arranged marriage at age 14. Multiple similar reports in area.,Early marriage,medium,Yes,Closed,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
20113443,Gaibandha,4/9/2025,16,Female,NGO staff,Child reported assault. Multiple similar reports in area.,Sexual abuse,medium,Yes,Open,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
53707290,Bogra,8/26/2024,6,Male,Child helpline,"Child arranged marriage at age 17, observed bruises. Corroborating evidence exists.","Early marriage, Physical violence",severe,Yes,Closed,Rural,1,0,0,0,0,1,0,0,0,0,1,0,0
61361850,Lalmonirhat,9/1/2023,6,Female,Anonymous,"Child engaged in hazardous work, left at home alone for days. Multiple similar reports in area.","Child labor, Abandonment",severe,Yes,Closed,Rural,0,0,0,0,1,0,0,0,1,0,1,0,0
87324340,Rangpur,1/1/2024,17,Male,Community leader,"Child appears poorly clothed, subjected to sexual exploitation. Corroborating evidence exists.","Neglect (basic needs), Exploitation",severe,Yes,Closed,Rural,0,0,0,1,0,0,1,0,0,0,1,0,0
31228210,Natore,9/8/2024,10,Male,Neighbor,Child involved in sextortion. Case requires immediate attention.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
90536587,Sirajganj,10/5/2023,16,Male,Relative,Child shows signs of fearfulness. Multiple similar reports in area.,Emotional abuse,mild,Yes,Open,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
39766719,Khagrachhari,11/8/2023,9,Other,Healthcare worker,Child observed burns. Case requires immediate attention.,Physical violence,medium,Yes,Open,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
54658143,Madaripur,1/11/2025,6,Male,Community leader,Child engaged in factory labor. Case requires immediate attention.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
55817994,Dinajpur,12/6/2020,3,Female,Relative,Child engaged in excessive working hours. Multiple similar reports in area.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
35995499,Sylhet,11/25/2022,16,Female,Healthcare worker,"Child reported inappropriate touching, left with neighbors for days. Multiple similar reports in area.","Sexual abuse, Abandonment",severe,Yes,Open,Rural,0,1,0,0,0,0,0,0,1,0,1,0,0
65131947,Madaripur,1/20/2023,6,Male,Police,Child engaged in factory labor. Family denies allegations.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
72049970,Dhaka,8/5/2022,2,Female,Neighbor,"Child arranged marriage at age 15, shows signs of withdrawal, subjected to sexual exploitation. Case requires immediate attention.","Early marriage, Emotional abuse, Exploitation",severe,Yes,Closed,Rural,0,0,1,0,0,1,1,0,0,0,1,0,0
83442386,Tangail,5/3/2022,8,Female,Community leader,"Child subjected to begging ring, arranged marriage at age 15. Corroborating evidence exists.","Exploitation, Early marriage",severe,Yes,Closed,Rural,0,0,0,0,0,1,1,0,0,0,1,0,0
80611454,Brahmanbaria,4/18/2024,14,Female,NGO staff,"Child subjected to begging ring, appears without proper shelter. Case requires immediate attention.","Exploitation, Neglect (basic needs)",severe,No,Investigation,Rural,0,0,0,1,0,0,1,0,0,0,0,1,0
16639709,Narayanganj,11/30/2024,6,Female,Child helpline,Child left at hospital for days. Corroborating evidence exists.,Abandonment,medium,Yes,Investigation,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
89109399,Moulvibazar,6/29/2023,8,Male,Child helpline,Child arranged marriage at age 17. Corroborating evidence exists.,Early marriage,medium,Pending,Closed,Urban,0,0,0,0,0,1,0,0,0,0,0,0,1
7771671,Natore,10/10/2023,12,Male,Relative,Child arranged marriage at age 16. Corroborating evidence exists.,Early marriage,medium,Pending,Investigation,Rural,0,0,0,0,0,1,0,0,0,0,0,0,1
79459578,Netrokona,1/16/2023,7,Female,Family member (father),Child subjected to sexual exploitation. Case requires immediate attention.,Exploitation,medium,Yes,Closed,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
43690184,Barguna,5/27/2022,17,Female,Social worker,"Child left with neighbors for days, not attending school since 2 years. Corroborating evidence exists.","Abandonment, Educational deprivation",medium,No,Open,Rural,0,0,0,0,0,0,0,1,1,0,0,1,0
95856328,Barguna,12/19/2024,9,Male,NGO staff,"Child engaged in factory labor, subjected to forced labor. Corroborating evidence exists.","Child labor, Exploitation",severe,Yes,Investigation,Rural,0,0,0,0,1,0,1,0,0,0,1,0,0
14178347,Moulvibazar,7/1/2024,9,Female,Child helpline,Child subjected to begging ring. Multiple similar reports in area.,Exploitation,medium,Pending,Investigation,Urban,0,0,0,0,0,0,1,0,0,0,0,0,1
90823895,Patuakhali,3/10/2023,12,Female,Police,Child shows signs of fearfulness. Corroborating evidence exists.,Emotional abuse,mild,Pending,Open,Urban,0,0,1,0,0,0,0,0,0,0,0,0,1
73814287,Nilphamari,6/13/2022,12,Female,Teacher,Child subjected to begging ring. Multiple similar reports in area.,Exploitation,medium,Yes,Open,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
93244492,Cumilla,11/13/2022,15,Female,Police,Child involved in online harassment. Case requires immediate attention.,Cyber exploitation,mild,Yes,Open,Urban,0,0,0,0,0,0,0,0,0,1,1,0,0
97869176,Sirajganj,5/10/2022,15,Male,Child helpline,"Child appears malnourished, engaged in excessive working hours. Multiple similar reports in area.","Neglect (basic needs), Child labor",medium,Yes,Open,Rural,0,0,0,1,1,0,0,0,0,0,1,0,0
68453262,Thakurgaon,2/28/2025,5,Male,Teacher,"Child observed fractures, subjected to begging ring. Corroborating evidence exists.","Physical violence, Exploitation",severe,Yes,Open,Urban,1,0,0,0,0,0,1,0,0,0,1,0,0
62353073,Manikganj,5/31/2024,1,Male,Teacher,Child subjected to begging ring. Corroborating evidence exists.,Exploitation,medium,Yes,Investigation,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
87016412,Patuakhali,4/16/2025,2,Male,Child helpline,Child appears poorly clothed. Multiple similar reports in area.,Neglect (basic needs),mild,Yes,Closed,Urban,0,0,0,1,0,0,0,0,0,0,1,0,0
40974446,Bhola,1/11/2025,16,Female,Community leader,Child shows signs of fearfulness. Multiple similar reports in area.,Emotional abuse,mild,Yes,Open,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
64818522,Bhola,6/8/2024,10,Male,Relative,"Child subjected to sexual exploitation, engaged in factory labor. Corroborating evidence exists.","Exploitation, Child labor",severe,Pending,Open,Rural,0,0,0,0,1,0,1,0,0,0,0,0,1
39640582,Barguna,1/30/2025,10,Female,Relative,"Child involved in online harassment, appears without proper shelter. Case requires immediate attention.","Cyber exploitation, Neglect (basic needs)",medium,Yes,Open,Rural,0,0,0,1,0,0,0,0,0,1,1,0,0
68348931,Nilphamari,5/20/2022,9,Male,Relative,Child observed unexplained injuries. Case requires immediate attention.,Physical violence,medium,No,Closed,Rural,1,0,0,0,0,0,0,0,0,0,0,1,0
61591956,Tangail,4/24/2024,16,Female,NGO staff,"Child not attending school since 1 year, involved in online harassment, arranged marriage at age 14. Corroborating evidence exists.","Educational deprivation, Cyber exploitation, Early marriage",severe,Yes,Investigation,Rural,0,0,0,0,0,1,0,1,0,1,1,0,0
21113908,Lakshmipur,4/23/2025,9,Male,Teacher,"Child shows signs of withdrawal, subjected to sexual exploitation. Family denies allegations.","Emotional abuse, Exploitation",severe,Yes,Open,Urban,0,0,1,0,0,0,1,0,0,0,1,0,0
90417845,Rajbari,5/22/2023,14,Male,Neighbor,Child shows signs of anxiety. Corroborating evidence exists.,Emotional abuse,mild,Yes,Open,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
74542758,Naogaon,2/1/2025,14,Female,Social worker,Child reported inappropriate touching. Multiple similar reports in area.,Sexual abuse,medium,Pending,Open,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
44039897,Kishoreganj,5/7/2024,17,Female,Family member (grandparent),Child not attending school since 6 months. Family denies allegations.,Educational deprivation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
47119016,Thakurgaon,8/13/2023,17,Male,Social worker,Child arranged marriage at age 17. Multiple similar reports in area.,Early marriage,medium,Yes,Open,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
41256433,Madaripur,3/11/2025,8,Male,Community leader,Child arranged marriage at age 16. Family denies allegations.,Early marriage,medium,Yes,Open,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
67704476,Noakhali,5/12/2022,11,Male,Community leader,Child left with neighbors for days. Family denies allegations.,Abandonment,medium,Yes,Open,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
77135378,Gazipur,7/13/2023,12,Female,Neighbor,Child arranged marriage at age 17. Family denies allegations.,Early marriage,medium,Yes,Closed,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
47286734,Habiganj,4/2/2023,9,Male,Neighbor,"Child arranged marriage at age 12, engaged in hazardous work. Case requires immediate attention.","Early marriage, Child labor",severe,Pending,Investigation,Rural,0,0,0,0,1,1,0,0,0,0,0,0,1
51956368,Jhalokati,6/2/2022,11,Female,Community leader,Child not attending school since 2 years. Multiple similar reports in area.,Educational deprivation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
